defined_class	defined_class_name	new_entity	new_entity_label	parent_entity	parent_entity_label	exact_syn	defined_class_definition	dbxref	def_dbxref	depictedBy	depicted_by	image_comment	comment	has_obo_namespace	created_by	part_of	part_of_label	contained_in	contained_in_label	develops_from	develops_from_label	existence_starts_during_or_after	existence_starts_during_or_after_label	existence_ends_during_or_before	existence_ends_during_or_before_label	existence_overlaps	existence_overlaps_label	immediately_deep_to	immediately_deep_to_label	immediately_superficial_to	immediately_superficial_to_label	adjacent_to	adjacent_to_label	anterior_to	anterior_to_label	posterior_to	posterior_to_label	participates_in	participates_in_label	produced_by	produced_by_label	produces_this	produces_this_label	specific_to	specific_to_label	results_in 	results_ label 
PLANA:0000105	secretory cell	PLANA:0000105	secretory cell	PLANA:0000119	terminally differentiated cell		A cell that specializes in controlled release of one or more substances.	CL:0000151						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4868																																
PLANA:0000106	ciliated epithelial cell	PLANA:0000106	ciliated epithelial cell	PLANA:0000100	epithelial cell 	ciliated epidermal cell	An epithelial cell that has cilia.	CL:0000067|PMID:24737865|PMID:28461239|PMID:28807897						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4493																																
PLANA:0000107	yolk cell	PLANA:0000107	yolk cell	PLANA:0000119|PLANA:0000215	terminally differentiated cell|reproductive system product	vitellocyte	An extraembryonic cell, produced by somatic vitellogenic glands in adult hermaphrodites, that provides nutrition to the developing embryo.	CL:0000428|ISBN:9780070316607|PMID:22074376|PMID:27149082|PMID:28072387|PMID:28434803|PMID:29674431						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4968	PLANA:0000060	embryonic wall	PLANA:0000419|PLANA:0000421|PLANA:0000142|PLANA:0000140|PLANA:0000420|PLANA:0004527|PLANA:0000143|PLANA:0000141	prepharyngeal region|tail|posterior region|anterior region|parapharyngeal region|copulatory region|ventral region|dorsal region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile													PLANA:0000231	vitelline gland			PLANA:0000027	Smed sexual biotype		
PLANA:0000109	anatomical compartment subdivision feature	PLANA:0000109	anatomical compartment subdivision feature	PLANA:0000417	definitive organism subdivision		Feature of an organism that is a subdivision of a local region. For example, the anterior pole is a subdivision of the head.							Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4424																																
PLANA:0000110	pharynx progenitor cell	PLANA:0000110	pharynx progenitor cell				foxA1+ neoblasts and their post-mitotic, differentiating daughters required for maintenance and regeneration of the pharynx.			Don't Edit here. Edit in progenitorCellTypes.tsv tab				Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4512																																
PLANA:0000111	proximal tubule epithelial cell	PLANA:0000111	proximal tubule epithelial cell	PLANA:0000106	ciliated epithelial cell	proximal tubule cell	Ciliated epithelial cells that assemble into proximal tubules.	PMID:21828097|PMID:29674431						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4841	PLANA:0000087	proximal tubule	PLANA:0000140|PLANA:0000142|PLANA:0000141|PLANA:0000420|PLANA:0004527|PLANA:0000421|PLANA:0000418|PLANA:0000419	anterior region|posterior region|dorsal region|parapharyngeal region|copulatory region|tail|head|prepharyngeal region							PLANA:0004503|PLANA:0000214|PLANA:0004504	adult hermaphrodite|juvenile|asexual adult																				
PLANA:0000112	Schmidtea mediterranea developmental term	PLANA:0000112	Schmidtea mediterranea developmental term	owl:Thing	owl:Thing		A term used to describe a developmental process during Schmidtea mediterranea embryogenesis.	https://github.com/obophenotype/planaria-ontology/blob/master/metadata/planarefs/planaref-0000000.md						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4866																																
PLANA:0000113	tissue	PLANA:0000113	tissue	PLANA:0000427	multicellular anatomical structure		Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.	UBERON:0000479|https://github.com/obophenotype/planaria-ontology/blob/master/metadata/planarefs/planaref-0000000.md						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4939																																
PLANA:0000114	anatomical system	PLANA:0000114	anatomical system	PLANA:0000427	multicellular anatomical structure		Multicellular, connected anatomical structure that has multiple organs as parts and whose parts work together to achieve some shared function.	UBERON:0000467						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4425																																
PLANA:0000115	distal tubule epithelial cell	PLANA:0000115	distal tubule epithelial cell	PLANA:0000015 |PLANA:0002095	non ciliated epithelial cell | somatic cell	distal tubule cell	Nonciliated epithelial cells that assemble into protonephridial distal tubules.	PMID:21828097|PMID:29674431				Depicted by field contains a diagram representing the protonephrida unit (top) as well as a 3D rendering of confocal data depicting the same. In the diagram, terminal flame cells and their corresponding cilia are in blues, the proximal tubule is in reds, the distal tubule is in greens while thecollecting duct is in purple. In the 3D rendering below the cilia (AcTub) are in blue, portions of the proximal tubule (slc6a-13) are in red while the distal tubule (slc6a-12) is in green.		Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4525	PLANA:0000053	distal tubule	PLANA:0000418|PLANA:0000420|PLANA:0000142|PLANA:0000421|PLANA:0000141|PLANA:0000419|PLANA:0000140|PLANA:0004527	head|parapharyngeal region|posterior region|tail|dorsal region|prepharyngeal region|anterior region|copulatory region							PLANA:0004503|PLANA:0000214|PLANA:0004504	adult hermaphrodite|juvenile|asexual adult																				
PLANA:0000116	embryo	PLANA:0000116	embryo	PLANA:0000215	reproductive system product		Anatomical entity that comprises the organism in the early stages of growth and differentiation that are characterized by cleavage, the laying down of fundamental tissues, and the formation of primitive organs and organ systems. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.	UBERON:0000922						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4545																													PLANA:0000027	Smed sexual biotype		
PLANA:0000117	embryonic structure	PLANA:0000117	embryonic structure	UBERON:0005423	developing anatomical structure		Anatomical structure that is part of an embryo.	UBERON:0002050						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4559																																
PLANA:0000118	collecting duct epithelial cell	PLANA:0000118	collecting duct epithelial cell	PLANA:0000015 | PLANA:0002095	non ciliated epithelial cell | somatic cell		Nonciliated epithelial cells that assemble into collecting ducts.	PMID:26057828						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4501	PLANA:0000047	collecting duct	PLANA:0000142|PLANA:0000141|PLANA:0000421|PLANA:0000140|PLANA:0000418|PLANA:0004527|PLANA:0000419|PLANA:0000420	posterior region|dorsal region|tail|anterior region|head|copulatory region|prepharyngeal region|parapharyngeal region							PLANA:0004503|PLANA:0000214|PLANA:0004504	adult hermaphrodite|juvenile|asexual adult																				
PLANA:0000119	terminally differentiated cell	PLANA:0000119	terminally differentiated cell	PLANA:0000499 | PLANA:0002095	cell | somatic cell		A post-mitotic, terminally differentiated cell type found in planarian embryos, juveniles and/or adult animals.	PMID:29674432						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4926																																
PLANA:0000120	progenitor cell	PLANA:0000120	progenitor cell	PLANA:0000499	cell	precursor cell	A cycling neoblast and/or post-mitotic cell that is primed or irreversibly committed to a tissue-specific differentation program	PMID:21852957|PMID:29674432|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4829																																
PLANA:0000121	stem cell	PLANA:0000121	stem cell	PLANA:0000499	cell		A relatively undifferentiated cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells.	CL:0000034|PMID:17376870|PMID:19805089|PMID:20422023|PMID:20707997|PMID:21937596|PMID:22385657|PMID:23123964|PMID:23318635|PMID:24063805|PMID:24173799|PMID:26062938|PMID:26651295|PMID:26711341|PMID:27013241|PMID:27034770|PMID:27501047|PMID:29124009|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4906																																
PLANA:0000122	gamete	PLANA:0000122	gamete	PLANA:0000227|PLANA:0000215	germ cell|reproductive system product		A mature sexual reproductive cell having a single set of unpaired chromosomes.	CL:0000300|PMID:20844018|PMID:23652002|PMID:27149082|PMID:27163480|PMID:27304889|PMID:28434803						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4611							PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile													PLANA:0000217	gonad			PLANA:0000027	Smed sexual biotype		
PLANA:0000123	embryonic cell	PLANA:0000123	embryonic cell	PLANA:0000499	cell		A cell of the embryo.	CL:0002321						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4546																													PLANA:0000027|PLANA:0000116	Smed sexual biotype|embryo		
PLANA:0000124	visual system	PLANA:0000124	visual system	PLANA:0000114	anatomical system		The sensory system subserving the sense of vision.	UBERON:0002104						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4957																																
PLANA:0000125	sensory system	PLANA:0000125	sensory system	PLANA:0000114	anatomical system		Anatomical system that overlaps the nervous system and is responsible for receiving and processing sensory information.	UBERON:0001032						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4876																																
PLANA:0000126	reproductive system	PLANA:0000126	reproductive system	PLANA:0000114	anatomical system		Anatomical system that has as its parts the organs concerned with reproduction.	UBERON:0000990						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4851																													PLANA:0000027	Smed sexual biotype		
PLANA:0000127	oviduct epithelial cell	PLANA:0000127	oviduct epithelial cell	PLANA:0000106	ciliated epithelial cell		Ciliated epithelial cells that assemble into the oviduct.	PMID:22074376						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4749	PLANA:0004532	oviduct epithelium	PLANA:0000140|PLANA:0000420|PLANA:0000143|PLANA:0004527|PLANA:0000419|PLANA:0000142	anterior region|parapharyngeal region|ventral region|copulatory region|prepharyngeal region|posterior region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile																	PLANA:0000027	Smed sexual biotype		
PLANA:0000128	sperm duct epithelial cell	PLANA:0000128	sperm duct epithelial cell	PLANA:0000106	ciliated epithelial cell		Ciliated epithelial cells comprising the sperm ducts.	PMID:19022767|PMID:22074376						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4888	PLANA:0004533	sperm duct epithelium	PLANA:0004527|PLANA:0000141|PLANA:0000421|PLANA:0000419|PLANA:0000142|PLANA:0000140|PLANA:0000420	copulatory region|dorsal region|tail|prepharyngeal region|posterior regionl|anterior region|parapharyngeal region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile																	PLANA:0000027	Smed sexual biotype		
PLANA:0000130	circular muscle progenitor cell	PLANA:0000130	circular muscle progenitor cell	PLANA:0000019|PLANA:0000429 | PLANA:0002095	muscle progenitor cell|neoblast | somatic cell		piwi-1+, nkx1-1+ progenitor neoblasts required for specification of circular muscle fibers.	PMID:29168507						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4498	PLANA:0000428	musculature system	PLANA:0000420|PLANA:0000143|PLANA:0004527|PLANA:0000141|PLANA:0000419|PLANA:0000421|PLANA:0000418|PLANA:0000142|PLANA:0000140	parapharyngeal region|ventral region|copulatory region|dorsal region|prepharyngeal region|tail|head|posterior region|anterior region							PLANA:0004504|PLANA:0004503|PLANA:0000214	asexual adult|adult hermaphrodite|juvenile																				
PLANA:0000131	primordium	PLANA:0000131	primordium	UBERON:0007567	regenerating anatomical structure		Primordia are populations of contiguous cells that are morphologically distinct and already correspond in extent to a later organ/tissue.	UBERON:0001048						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4827																																
PLANA:0000132	gametogenesis	PLANA:0000132	gametogenesis	PLANA:0000112|GO:0048609	Schmidtea mediterranea developmental term|multicellular organismal reproductive process		The production of haploid germ cells from diploid precursor cells through meiosis.	PMID:19022767						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4612	PLANA:0004503|GO:0019953|PLANA:0000214	adult hermaphrodite|sexual reproduction|juvenile																											PLANA:0004503	adult hermaphrodite		
PLANA:0000133	mechanoreceptor cell	PLANA:0000133	mechanoreceptor cell	PLANA:0000552	sensory neuron	mechanoreceptor	A cell specialized to transduce mechanical stimuli and relay that information centrally in the nervous system.	PMID:7466176|PMID:18202849						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4668	PLANA:0000080	peripheral nervous system																														
PLANA:0000134	longitudinal muscle progenitor cell	PLANA:0000134	longitudinal muscle progenitor cell	PLANA:0000019|PLANA:0000429	muscle progenitor cell|neoblast		piwi-1+, myoD+, snail-1+ progenitor neoblasts required for specification and creation of longitudinal muscle fibers.	PMID:29168507						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4661	PLANA:0000428	musculature system	PLANA:0000419|PLANA:0000420|PLANA:0000418|PLANA:0004527|PLANA:0000142|PLANA:0000421|PLANA:0000141|PLANA:0000143|PLANA:0000140	prepharyngeal region|parapharyngeal region|head|copulatory region|posterior region|tail|dorsal region|ventral region|anterior region	PLANA:0004517	blastomere	PLANA:0000005	Stage 5			PLANA:0000008|PLANA:0000006|PLANA:0000214|PLANA:0000005|PLANA:0004503|PLANA:0004504|PLANA:0000007	Stage 8|Stage 6|juvenile|Stage 5|adult hermaphrodite|asexual adult|Stage 7																				
PLANA:0000135	female primordial germ cell	PLANA:0000135	female primordial germ cell	PLANA:0000229|PLANA:0000121	female germ cell|stem cell		Cells expressing nanos that are located ventrally in the location that the ovaries form. Primordial germ cells are present in both asexual adults and sexual hermaphrodites. This term may be redundant with oogonial stem cell. 	PMID:17390146						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4589	PLANA:0000126	reproductive system	PLANA:0000419|PLANA:0000418|PLANA:0000140|PLANA:0000143	prepharyngeal region|head|anterior region|ventral region							PLANA:0004504|PLANA:0004503|PLANA:0000214	asexual adult|adult hermaphrodite|juvenile																				
PLANA:0000136	whole organism	PLANA:0000136	whole organism	UBERON:0000061	anatomical structure	WW|intact animal|intact planarian|whole animal|whole body|whole worm	Anatomical structure that is an individual member of of Schmidtea mediterranea or any other flatworm of the class Turbellaria.	PMID:17251262|PMID:26711341|PMID:27502555|PMID:28976975|PMID:29906446|UBERON:0000468						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4962																																
PLANA:0000137	regeneration	PLANA:0000137	regeneration	GO:0048856	anatomical structure development	regernative development	The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass).	GO:0031099|GOC:mah|GOC:pr|Wikipedia:Regeneration:(biology)						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4846																																
PLANA:0000138	Hyman vesicle	PLANA:0000138	Hyman vesicle	PLANA:0002137	intracellular granule		PROG-2-5 positive granules that range in size from 0.5um to 1um present in epithelia and epithelia progenitor cells. These are distinct from rhabdites.	PMID:29100657			http://purl.obolibrary.org/obo/plana/images/hymanvesicle.png	Depcited by is an immuno electron microscopy image of a mesenchymal cell labeled with anti-PROG-2-5 immuno-gold. Large rhod-shaped granules resembling rhabdites are found in the same cell labeled with PROG-2-5+ oval-shaped granules (pseudo-colored in blue). Higher magnification of the boxed region is shown in the panel below. e, endoplasmic reticulum; m, mitochondria; n, nucleus; rh, rhabdite. Scale bar, 1 um.		Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4636											PLANA:0004504	asexual adult																				
PLANA:0000140	anterior region of the whole animal	PLANA:0000140	anterior region of the whole animal				Compartment along the anteroposterior axis closer to the head rather than the tail, from the head margin to the esophagus.			Don't Edit here. Edit in anatomicalSpaceLocatedInAnatomicalEntity.tsv tab				Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4436																																
PLANA:0000141	dorsal region of the whole animal	PLANA:0000141	dorsal region of the whole animal				Three dimensional compartment along the dorsoventral axis that is above the anteroposterior axis, containing the eyes.			Don't Edit here. Edit in anatomicalSpaceLocatedInAnatomicalEntity.tsv tab				Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4532																																
PLANA:0000142	posterior region	PLANA:0000142	posterior region				Three dimensional compartment along the anteroposterior axis that is closer to the tail rather than the head, from the anterior boundary of the pharyngeal pouch to the tip of the tail.			Don't Edit here. Edit in anatomicalSpaceLocatedInAnatomicalEntity.tsv tab				Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4809																																
PLANA:0000143	ventral region	PLANA:0000143	ventral region				Compartment along the dorsoventral axis that is below the anteroposterior axis.			Don't Edit here. Edit in anatomicalSpaceLocatedInAnatomicalEntity.tsv tab				Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4949																																
PLANA:0000201	bursal canal	PLANA:0000201	bursal canal	PLANA:0000113	tissue		The passageway connecting the genital atrium to the copulatory bursa. Part of the copulatory apparatus. During mating, sperm from a partner is deposited into the bursal canal, where it collects in the copulatory bursa before travelling up the oviducts to the tuba.	ISBN:9780070316607|PMID:20967238|PMID:22074376|PMID:25278423|PMID:27149082						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4460	PLANA:0000232	copulatory apparatus	PLANA:0000143|PLANA:0004527|PLANA:0000142	ventral region|copulatory region|posterior region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile																	PLANA:0000027	Smed sexual biotype		
PLANA:0000203	gonopore	PLANA:0000203	gonopore	PLANA:0002079	pore	genital pore| common gonopore	The gonopore, a component of the copulatory apparatus, is an opening located on the ventral side of the animal posterior to the pharynx. The gonopore is the sole point of exit and entry for the reproductive system, allowing from reciprocal exchange of sperm during copulation and egg capsule laying.	ISBN:9780070316607|PMID:16344473|PMID:19247960|PMID:20967238|PMID:21566185|PMID:22074376|PMID:22899852|PMID:25278423|PMID:27149082|PMID:28072387|PMID:28434803|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4631	PLANA:0000232	copulatory apparatus	PLANA:0004527|PLANA:0000142|PLANA:0000143	copulatory region|posterior region|ventral region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile																	PLANA:0000027	Smed sexual biotype		
PLANA:0000204	ovary	PLANA:0000204	ovary	PLANA:0000217	gonad	female gonad	A gonad containing female germline stem cells which fuel oocyte production. Two ovaries are located ventally, underneath the body wall musculature, immediately posterior to the cephalic ganglia (brain) and adjacent to the ventral nerve cords. The neoblast compartment, including piwi-1+, nanos+ primordial germ cells, fuel formation of the ovaries during juvenile development.	ISBN:9780070316607|PMID:16344473|PMID:17376870|PMID:17390146|PMID:18456843|PMID:19247960|PMID:20844018|PMID:20967238|PMID:22074376|PMID:22318224|PMID:22371573|PMID:23652002|PMID:25278423|PMID:25404302|PMID:27149082|PMID:27163480|PMID:27330085|PMID:28072387|PMID:28434803|PMID:28812561|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4745	PLANA:0000126	reproductive system	PLANA:0000419|PLANA:0000140|PLANA:0000143	prepharyngeal region|anterior region|ventral region			PLANA:0000214	juvenile			PLANA:0000214|PLANA:0004503	juvenile|adult hermaphrodite																	PLANA:0000027	Smed sexual biotype		
PLANA:0000205	oviduct	PLANA:0000205	oviduct	PLANA:0002089	reproductive organ	ovovitilline duct	Ciliated tubes adjacent to the ventral nerve cords, adjoining the tuba and the bursal canal, that transport fertilized oocytes to the genital atrium.	ISBN:9780070316607|PMID:16344473|PMID:17376870|PMID:19247960|PMID:20844018|PMID:20967238|PMID:22074376|PMID:23652002|PMID:25278423|PMID:27149082|PMID:27163480|PMID:28072387|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4748	PLANA:0000126	reproductive system	PLANA:0004527|PLANA:0000420|PLANA:0000140|PLANA:0000143|PLANA:0000142|PLANA:0000419	copulatory region|parapharyngeal region|anterior region|ventral region|posterior region|prepharyngeal region			PLANA:0000214	juvenile			PLANA:0000214|PLANA:0004503	juvenile|adult hermaphrodite																	PLANA:0000027	Smed sexual biotype		
PLANA:0000206	penis papilla	PLANA:0000206	penis papilla	PLANA:0002089	reproductive organ	penis|penis bulb	A rounded protuberance, connected to the seminal vesicles, responsible for transferring semen into a mating partner's bursal canal.	ISBN:9780070316607|PMID:20967238|PMID:22074376|PMID:23652002|PMID:25278423|PMID:27074666|PMID:28072387|PMID:28434803|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4761	PLANA:0000232	copulatory apparatus	PLANA:0000143|PLANA:0000142|PLANA:0004527	ventral region|posterior region|copulatory region			PLANA:0000214	juvenile			PLANA:0004503|PLANA:0000214	adult hermaphrodite|juvenile																	PLANA:0000027	Smed sexual biotype		
PLANA:0000207	sperm duct	PLANA:0000207	sperm duct	PLANA:0002089	reproductive organ	seminal duct|sperm ductule	A network of tubes that transport sperm from the testes to the seminal vesicles. Tubes connect each testis to ducts that run along the ventral nerve cords. The ducts bifurcate immediately posterior to the pharynx, where they connect to the seminal vesicles.	ISBN:9780070316607|PMID:17390146|PMID:19022767|PMID:22074376|PMID:19247960|PMID:20844018|PMID:20967238|PMID:22074376|PMID:23652002|PMID:25278423|PMID:27149082|PMID:27304889|PMID:28072387|PMID:28434803|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4887	PLANA:0000126	reproductive system	PLANA:0000420|PLANA:0000419|PLANA:0004527|PLANA:0000421	parapharyngeal region|prepharyngeal region|copulatory region|tail			PLANA:0000214	juvenile			PLANA:0000214|PLANA:0004503	juvenile|adult hermaphrodite																	PLANA:0000027	Smed sexual biotype		
PLANA:0000208	testis	PLANA:0000208	testis	PLANA:0000217	gonad	male gonad|testis lobe|testis lobule	A gonad containing male germline stem cells which fuel sperm production. Testes are located dorsolaterally, and are excluded from the head. The neoblast compartment, including piwi-1+, nanos+ primordial germ cells, fuels formation of testes during juvenile development and regeneration.	ISBN:9780070316607|PMID:16344473|PMID:17376870|PMID:18456843|PMID:19022767|PMID:19247960|PMID:20844018|PMID:20967238|PMID:22074376|PMID:22318224|PMID:22371573|PMID:23629965|PMID:23652002|PMID:25278423|PMID:25404302|PMID:27149082|PMID:27163480|PMID:27304889|PMID:27330085|PMID:28072387|PMID:28434803|PMID:28812561|PMID:29095551|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4928	PLANA:0000126	reproductive system	PLANA:0000140|PLANA:0000142|PLANA:0000421|PLANA:0000420|PLANA:0000141|PLANA:0000419|PLANA:0004527	anterior region|posterior region|tail|parapharyngeal region|dorsal region|prepharyngeal region|copulatory region			PLANA:0000214	juvenile			PLANA:0000214|PLANA:0004503	juvenile|adult hermaphrodite																	PLANA:0000027	Smed sexual biotype		
PLANA:0000211	primitive ectoderm cell	PLANA:0000211	primitive ectoderm cell	PLANA:0000106|PLANA:0004518	ciliated epithelial cell|extraembryonic cell		Primitive ectoderm cells differentiate from the blastomere population, exit the cell cycle and interact to boud the embryo during Stage 2.	OCLC:20423827|OCLC:464776945|OCLC:82522822|PMID:28072387|https://github.com/obophenotype/planaria-ontology/blob/master/metadata/planarefs/planaref-0000001.md						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4823	PLANA:0000029	primitive ectoderm	PLANA:0000041|PLANA:0000076	aboral hemisphere|oral hemisphere	PLANA:0004517	blastomere	PLANA:0000002	Stage 2			PLANA:0000002|PLANA:0000005|PLANA:0000004|PLANA:0000003	Stage 2|Stage 5|Stage 4|Stage 3																	PLANA:0000027|PLANA:0000116	Smed sexual biotype|embryo		
PLANA:0000212	blastomere compartment	PLANA:0000212	blastomere compartment	PLANA:0000117	embryonic structure		Undifferentiated, zygote-derived cleavage progeny that give rise to temporary embryonic tissues during Stage 2, continue dividing asynchronously in the embryonic wall, and ultimately give rise to neoblasts and adult lineage progenitors beginning in Stage 5.	PMID:28072387						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4452			PLANA:0000041|PLANA:0000076|PLANA:0000060	aboral hemisphere|oral hemisphere|embryonic wall	PLANA:0000098	zygote	PLANA:0000001	Stage 1	PLANA:0000005	Stage 5	PLANA:0000002|PLANA:0000005|PLANA:0000003|PLANA:0000001|PLANA:0000004	Stage 2|Stage 5|Stage 3|Stage 1|Stage 4																	PLANA:0000027|PLANA:0000116	Smed sexual biotype|embryo		
PLANA:0000214	juvenile	PLANA:0000214	juvenile	UBERON:0000105	life cycle stage		A sexually immature member of the Schmidtea mediterranea sexuallly reproducing biotype.							Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4649																													PLANA:0000027	Smed sexual biotype		
PLANA:0000215	reproductive system product	PLANA:0000215	reproductive system product	UBERON:0000061	anatomical structure		Products of the reproductive system include gametes, zygotes, yolk cells and egg capsules.							Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4852																									PLANA:0000126	reproductive system			PLANA:0000027	Smed sexual biotype		
PLANA:0000216	egg capsule	PLANA:0000216	egg capsule	PLANA:0000215	reproductive system product	capsule|cocoon	A proteinaceous, semi-permeable shell housing yolk cells and one or more embryos.Egg capsules are anchored to a substrate via a stalk.	ISBN:9780070316607|PMID:16344473|PMID:17376870|PMID:18942102|PMID:20967238|PMID:22074376|PMID:22371573|PMID:25278423|PMID:27149082|PMID:28072387|PMID:28434803|PMID:28812561|https://doi.org/10.1101/279364				Depicted by field shows a light microscopy image of egg capsules with a scale bar of 3mm		Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4541																									PLANA:0004503	adult hermaphrodite			PLANA:0000027	Smed sexual biotype		
