term,label,definition
http://purl.obolibrary.org/obo/PLANA_0000548,efferent neuron,A neuron which sends impulses peripherally to activate muscles or secretory cells.
http://purl.obolibrary.org/obo/PLANA_0002026,cut,A wound or cleft resulted from tissue separation into parts or laid open or penetrated with a sharp edge or instrument.
http://purl.obolibrary.org/obo/GO_0019220,regulation of phosphate metabolic process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."
http://purl.obolibrary.org/obo/RO_0002131,overlaps,x overlaps y iff they have some part in common.
http://purl.obolibrary.org/obo/RO_0002131,overlaps,x overlaps y if and only if there exists some z such that x has part z and z part of y
http://purl.obolibrary.org/obo/GO_0010638,positive regulation of organelle organization,"Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."
http://purl.obolibrary.org/obo/PLANA_0000543,neuron projection bundle,"A fasciculated bundle of neuron projections (GO:0043005), largely or completely lacking synapses."
http://purl.obolibrary.org/obo/IAO_0000123,metadata incomplete,"Class is being worked on; however, the metadata (including definition) are not complete or sufficiently clear to the branch editors."
http://purl.obolibrary.org/obo/RO_0002436,molecularly interacts with,An interaction relationship in which the two partners are molecular entities that directly physically interact with each other for example via a stable binding interaction or a brief interaction during which one modifies the other.
http://purl.obolibrary.org/obo/PLANA_0003305,gonad primoridium,This primordium develops into gonad
http://purl.obolibrary.org/obo/PLANA_0003115,ommochrome pigment granule,pigment granule which is part of the ommochrome pigment cell
http://purl.obolibrary.org/obo/PLANA_0002021,chromosome,A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information.
http://purl.obolibrary.org/obo/PLANA_0000506,cell junction,"A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."
http://purl.obolibrary.org/obo/PLANA_0000126,reproductive system,Anatomical system that has as its parts the organs concerned with reproduction.
http://purl.obolibrary.org/obo/RO_0002019,has ligand,"A relationship that holds between between a receptor and an chemical entity, typically a small molecule or peptide, that carries information between cells or compartments of a cell and which binds the receptor and regulates its effector function."
http://purl.obolibrary.org/obo/PLANA_0007555,pax3/7+ neural progenitor cell,"piwi-1+, pax3/7+ progenitor neoblasts implicated in the production of DBH+ ventral midline neurons."
http://purl.obolibrary.org/obo/PLANA_0000488,basophilic gland cell,"One of two distinct histochemical classes of gland cells, these are found near the ventral mesenchyme, the pharynx and in the dorsal region of the head. May also be called cyanophilic gland cells."
http://purl.obolibrary.org/obo/RO_0002431,involved in or involved in regulation of,c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p
http://purl.obolibrary.org/obo/PLANA_0003300,cephalic ganglia primordium,This primordium develops into cephalic ganglia
http://purl.obolibrary.org/obo/PLANA_0003110,pharynx neuron,neuron which is part of the pharynx
http://purl.obolibrary.org/obo/GO_0051726,regulation of cell cycle,Any process that modulates the rate or extent of progression through the cell cycle.
http://purl.obolibrary.org/obo/BSPO_0000073,apical region,Anatomical region located on the apical end on the body or body part.
http://purl.obolibrary.org/obo/PLANA_0007518,lysosome,"The digestive component of the cell. They are homogenous, dense, membrane bound organelles filled with acid hydrolases which break down polymers."
http://purl.obolibrary.org/obo/PLANA_0000501,cell projection,A prolongation or process extending from a cell.
http://purl.obolibrary.org/obo/PLANA_0002119,gut branch,The triclad planarian gut is serially bifrucated into connected lumens where each bifrucation is a branch.
http://purl.obolibrary.org/obo/PLANA_0000121,stem cell,A relatively undifferentiated cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells.
http://purl.obolibrary.org/obo/RO_0002014,has negative regulatory component activity,"A relationship that holds between a GO molecular function and a component of that molecular function that negatively regulates the activity of the whole.  More formally, A 'has regulatory component activity' B iff :A and B are GO molecular functions (GO_0003674), A has_component B and A is negatively regulated by B."
http://purl.obolibrary.org/obo/PLANA_0007550,serotonergic neural progenitor cell,"piwi-1+, lhx1/5-1+, pitx+ progenitor neoblasts required for specification of tph+ serotonergic neurons."
http://purl.obolibrary.org/obo/RO_0002566,causally influences,"Holds between materal entities a and b if the activity of a is causally upstream of the activity of b, or causally upstream of a an activity that modifies b"
http://purl.obolibrary.org/obo/PLANA_0000483,octopaminergic neuron,Neurons that express the biogenic amine octopamine.
http://purl.obolibrary.org/obo/PLANA_0004529,integumental system,"Connected anatomical system that forms a barrier between an animal and its environment. In vertebrates, the integumental system consists of the epidermis, dermis plus associated glands and adnexa such as hair and scales. In invertebrates, the integumental system may include cuticle."
http://purl.obolibrary.org/obo/PLANA_0003245,meiotic prophase I spermatocyte,spermatocyte undergoing meiotic prophase I
http://purl.obolibrary.org/obo/GO_0009967,positive regulation of signal transduction,"Any process that activates or increases the frequency, rate or extent of signal transduction."
http://purl.obolibrary.org/obo/PLANA_0007513,endoplasmic reticulum,"Network of interconnected, flattened, and/or tubular membrane, known as cisternae. This membrane is contiguous with the outer nuclear membrane. The endoplasmic reticulum is involved in both protein and lipid synthesis."
http://purl.obolibrary.org/obo/PLANA_0000066,gastrodermis,The single cell layer columnar epithelial lining of the intestine. The gastrodermis is surrounded by a basal lamina and enteric muscle.
http://purl.obolibrary.org/obo/PLANA_0003208,S phase spermatogonial stem cell,spermatogonial stem cell undergoing mitotic S phase
http://purl.obolibrary.org/obo/BSPO_0015005,orthogonal to,crossing at right angles
http://purl.obolibrary.org/obo/PLANA_0002114,post-blastema region,"Adjacent to blastema, or proximal to blastema."
http://purl.obolibrary.org/obo/PLANA_0004524,embryonic pharynx circular muscle cell,Differentiated muscle cell present in a circular muscle fiber of the embryonic pharynx.
http://purl.obolibrary.org/obo/PLANA_0003240,anaphase germ cell cyst,germ cell cyst undergoing mitotic anaphase
http://purl.obolibrary.org/obo/PLANA_0002096,somatic gonadal cell,A non-germline cell within the ovary or testis.
http://purl.obolibrary.org/obo/PLANA_0000409,apical surface of the epidermis,The apical surface of the single layered epidermis that is in contact with the environment.
http://purl.obolibrary.org/obo/UBERON_0000465,material anatomical entity,Anatomical entity that has mass.
http://purl.obolibrary.org/obo/CARO_0000006,material anatomical entity,An anatomical entity that has mass.
http://purl.obolibrary.org/obo/CARO_0000006,material anatomical entity,An anatomical entity that has mass.
http://purl.obolibrary.org/obo/PLANA_0000219,spermatogonial stem cell,"gh4+, nanos+ cells residing at the testis periphery that self-renew and give rise to differentiating daughters that will ultimately produce haploid sperm."
http://purl.obolibrary.org/obo/PLANA_0000029,primitive ectoderm,"A single cell layer of extraembryonic, post-mitotic ectodermal cells bounding the embryo. The primitive ectoderm forms during Stage 2 and is thought to degenerate as the definitive epidermis forms during Stages 5-7."
http://purl.obolibrary.org/obo/RO_0002334,regulated by,inverse of regulates
http://purl.obolibrary.org/obo/PLANA_0002059,mucus,"A secreted, mucin-rich extracellular substance coating the epidermal surface of the animal implicated in gliding locomotion, substrate adhesion, innate immunity and predator avoidance."
http://purl.obolibrary.org/obo/GO_0031325,positive regulation of cellular metabolic process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
http://purl.obolibrary.org/obo/PLANA_0000061,enteric musculature,Visceral muscle surrounding the gut.
http://purl.obolibrary.org/obo/PLANA_0003203,prophase neoblast,neoblast undergoing mitotic prophase
http://purl.obolibrary.org/obo/GO_0048519,negative regulation of biological process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
http://purl.obolibrary.org/obo/GO_0044093,positive regulation of molecular function,"Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."
http://purl.obolibrary.org/obo/PLANA_0002091,rhabdome,The light sensing structure consisting of photoreceptor neuron dendrites that project into the optic lumen and show close associations with eumelanin-containing pigment cup cells.
http://purl.obolibrary.org/obo/GO_0140014,mitotic nuclear division,"A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."
http://purl.obolibrary.org/obo/PLANA_0000404,pharynx lumen,Anatomical space enclosed by the pharynx inner epithelium.
http://purl.obolibrary.org/obo/PLANA_0000214,juvenile,A sexually immature member of the Schmidtea mediterranea sexuallly reproducing biotype.
http://purl.obolibrary.org/obo/PLANA_0000024,Smed asexual biotype,"Asexual animal strains that reproduce solely through fission followed by whole body regeneration. Asexual Smed are stable diploids that harbor a chromosome translocation, making them karyotypically distinct from sexual Smed."
http://purl.obolibrary.org/obo/PLANA_0004504,asexual adult,"Asexually reproducing Schmidtea mediterranea exist as constitutive adults, undergoing successive cycles of fission and whole animal regeneration. Asexual Schmidtea mediterranea contain primordial germ cells, but do not possess a reproductive system."
http://purl.obolibrary.org/obo/PLANA_0002054,marginal adhesive zone,"Zone present along the lateral dorsoventral boundary that sits just underneath the animal, in contact with substrates. It is comprised of bunches of adhesion gland cells whose terminal pores form pore rosettes through the dorsal ventral boundary epidermis.This region of is devoid of rhabdites."
http://purl.obolibrary.org/obo/PLANA_0000539,electrically responsive cell,A cell whose function is determined by its response to an electric signal.
http://purl.obolibrary.org/obo/BFO_0000067,contains process,[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t
http://purl.obolibrary.org/obo/PLANA_0002017,chemical amputation,Amputation carried out by application of chemicals.
http://purl.obolibrary.org/obo/UBERON_0035086,plane of autotomy,"An anatomical plane that bisects a zone of weakness in an appendage. When autotamy occurs, the appendage divides along this plane."
http://purl.obolibrary.org/obo/GO_0019953,sexual reproduction,"A reproduction process that creates a new organism by combining the genetic material of two gametes, which may come from two organisms or from a single organism, in the case of self-fertilizing hermaphrodites, e.g. C. elegans, or self-fertilization in plants. It occurs both in eukaryotes and prokaryotes: in multicellular eukaryotic organisms, an individual is created anew; in prokaryotes, the initial cell has additional or transformed genetic material. In a process called genetic recombination, genetic material (DNA) originating from two gametes join up so that homologous sequences are aligned with each other, and this is followed by exchange of genetic information. After the new recombinant chromosome is formed, it is passed on to progeny."
http://purl.obolibrary.org/obo/RO_0004031,enables subfunction,"Holds between an entity and an process P where the entity enables some larger compound process, and that larger process has-part P."
http://purl.obolibrary.org/obo/PLANA_0000534,chromatin,"The ordered and organized complex of DNA, protein (histones), and sometimes RNA, that forms the chromosome."
http://purl.obolibrary.org/obo/RO_0002427,causally downstream of or within,inverse of causally upstream of or within
http://purl.obolibrary.org/obo/BFO_0000062,preceded by,"x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point."
http://purl.obolibrary.org/obo/BFO_0000062,preceded by,X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)
http://purl.obolibrary.org/obo/BFO_0000062,preceded_by,"x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point."
http://purl.obolibrary.org/obo/BFO_0000062,preceded_by,X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)
http://purl.obolibrary.org/obo/PLANA_0003106,adhesion gland cell,cell which is part of the adhesion gland
http://purl.obolibrary.org/obo/PLANA_0002012,bulbar cavity,"An enlarged portion of the seminal vesicle, comprised of secretory epithelial cells, that connects to the ejaculatory duct within the penis papilla."
http://purl.obolibrary.org/obo/RO_0003001,produced by,a produced_by b iff some process that occurs_in b has_output a.
http://purl.obolibrary.org/obo/PLANA_0000117,embryonic structure,Anatomical structure that is part of an embryo.
http://purl.obolibrary.org/obo/PLANA_0007546,TrpA+ neural progenitor cell,"piwi-1+, runt-1+, ap2+ progenitor neoblasts required for production of TrpA+ neurons."
http://purl.obolibrary.org/obo/PLANA_0000479,pharynx inner nerve plexus,Ring of the pharynx nerve plexus that is proximal to the lumen.
http://purl.obolibrary.org/obo/PLANA_0000099,neuron,"The basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."
http://purl.obolibrary.org/obo/PLANA_0003101,ventral epidermis cell,cell which is part of the ventral epidermis
http://purl.obolibrary.org/obo/PLANA_0007509,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.
http://purl.obolibrary.org/obo/BSPO_0000099,posterior to,"x posterior to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that extends through an organism from head end to opposite end of body or tail."
http://purl.obolibrary.org/obo/PATO_0001633,posterior to,A spatial quality inhering in a bearer by virtue of the bearer's being located toward the rear of an organism relative to another entity.
http://purl.obolibrary.org/obo/BFO_0000020,specifically dependent continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.
http://purl.obolibrary.org/obo/PLANA_0007541,releasing gland cell,Specialized insunk epithelial cell that is part of the adhesion gland which is responsible for production of releasing substance.
http://purl.obolibrary.org/obo/BSPO_0000027,antero-ventral region,Anatomical region that overlaps the anterior and ventral regions of a body or body part.
http://purl.obolibrary.org/obo/PLANA_0000474,pharynx inner circular muscle cell,Pharynx muscle fiber that runs circumferentially about the pharynx and lies just beneath the inner logitudinal pharynx muscle fibers.
http://purl.obolibrary.org/obo/PLANA_0003236,S phase germ cell cyst,germ cell cyst undergoing mitotic S phase
http://purl.obolibrary.org/obo/GO_0032502,developmental process,"A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
http://purl.obolibrary.org/obo/GO_0045840,positive regulation of mitotic nuclear division,"Any process that activates or increases the frequency, rate or extent of mitosis."
http://purl.obolibrary.org/obo/GO_0022414,reproductive process,A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.
http://purl.obolibrary.org/obo/PLANA_0002142,parenchyma,"A loosely organized collection of connective tissue and cells, including neoblasts and their immediate progeny, located in the space outside of the organs between the body wall musculature and the gut."
http://purl.obolibrary.org/obo/GO_0098765,meiosis II cell cycle phase,A meiotic cell cycle phase that occurs after meiosis I (the first meiotic nuclear division).
http://purl.obolibrary.org/obo/GO_0051332,meiotic S phase,"The cell cycle phase, following G1, during which DNA synthesis takes place as part of a meiotic cell cycle."
http://purl.obolibrary.org/obo/GO_0048584,positive regulation of response to stimulus,"Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."
http://purl.obolibrary.org/obo/PLANA_0002105,telomere,The terminal region of a linear chromosome that includes the telomeric DNA repeats and associated proteins.
http://purl.obolibrary.org/obo/GO_0050790,regulation of catalytic activity,Any process that modulates the activity of an enzyme.
http://purl.obolibrary.org/obo/GO_0010564,regulation of cell cycle process,Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events.
http://purl.obolibrary.org/obo/UBERON_0002553,anatomical cavity,"Anatomical space which contains portions of one or more body substances and is bounded by the internal surface of one maximally connected anatomical structure. Examples: cranial cavity, pharyngeal recess space, nasal cavity, tooth socket, cavity of serous sac, lumen of stomach, lumen of artery, fornix of vagina."
http://purl.obolibrary.org/obo/PLANA_0002087,primitive gut,Four large phagocytic cells associated with the embryonic pharynx.
http://purl.obolibrary.org/obo/PLANA_0003231,prophase oogonial cell,oogonial cell undergoing mitotic prophase
http://purl.obolibrary.org/obo/UBERON_0000106,zygote stage,A stage at which the organism is a single cell produced by means of sexual reproduction.
http://purl.obolibrary.org/obo/BSPO_0000384,ventral surface,Anatomical surface that is located on the ventral side of the body or body part.
http://purl.obolibrary.org/obo/GO_0016310,phosphorylation,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."
http://purl.obolibrary.org/obo/PLANA_0002100,synapse,"The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."
http://purl.obolibrary.org/obo/RO_0002497,existence ends during or before,x existence ends during or before y if and only if the time point at which x ends is before or equivalent to the time point at which y ends.
http://purl.obolibrary.org/obo/PLANA_0002082,premeiotic germ cell,"A diploid germline stem cell or transit amplifying germ cell that has not committed to undergoing meiotic DNA replication, reductive divisions or terminal differentiation."
http://purl.obolibrary.org/obo/GO_0051100,negative regulation of binding,"Any process that stops or reduces the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."
http://purl.obolibrary.org/obo/PLANA_0000205,oviduct,"Ciliated tubes adjacent to the ventral nerve cords, adjoining the tuba and the bursal canal, that transport fertilized oocytes to the genital atrium."
http://purl.obolibrary.org/obo/PLANA_0000015,non ciliated epithelial cell,An epithelial cell lacking cilia.
http://purl.obolibrary.org/obo/GO_0044237,cellular metabolic process,The chemical reactions and pathways by which individual cells transform chemical substances.
http://purl.obolibrary.org/obo/bspo#parallel_to,parallel to,x is parallel t y iff x and y are lines or planes which when extended indefinitely do not cross.
http://purl.obolibrary.org/obo/PLANA_0002045,glycogen granule,"Cytoplasmic bead-like structures of animal cells, visible by electron microscope. Each granule is a functional unit with the biosynthesis and catabolism of glycogen being catalyzed by enzymes bound to the granule surface."
http://purl.obolibrary.org/obo/GO_0009893,positive regulation of metabolic process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
http://purl.obolibrary.org/obo/PLANA_0002008,axon,"The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."
http://purl.obolibrary.org/obo/GO_0044422,obsolete organelle part,"OBSOLETE. Any constituent part of an organelle, an organized structure of distinctive morphology and function. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, but excludes the plasma membrane."
http://purl.obolibrary.org/obo/PLANA_0000562,central nervous system neuron,Any neuron that is part of a central nervous system.
http://purl.obolibrary.org/obo/PLANA_0002040,flagellum,Planarian undulipodia consisting of spermatazoa cell posterior protrusions. Planarian spermatozoa contain two flagella and are composed of 9 + 1 axonemal microtubule arrangements in their flagella (markedly different from the 9 + 2 structures generally observed in sperm of other animals).
http://purl.obolibrary.org/obo/RO_0002608,process has causal agent,Inverse of 'causal agent in process'
http://purl.obolibrary.org/obo/RO_0002418,causally upstream of or within,"p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q."
http://purl.obolibrary.org/obo/PLANA_0002003,amputation,A wound resulting in two or more separate tissue fragments.
http://purl.obolibrary.org/obo/GO_0051782,negative regulation of cell division,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell division."
http://purl.obolibrary.org/obo/RO_0002450,activity directly positively regulates activity of,"Holds between molecular entities A and B where A can physically interact with B and in doing so positively regulates a process that B is capable of.  For example, A and B may be gene products and binding of B by A positively regulates the kinase activity of B."
http://purl.obolibrary.org/obo/PLANA_0000520,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.
http://purl.obolibrary.org/obo/GO_0045836,positive regulation of meiotic nuclear division,"Any process that activates or increases the frequency, rate or extent of meiosis."
http://purl.obolibrary.org/obo/PLANA_0002138,FACS sorted cell population,Any number of cells from dissociated planarian tissue sorted via a FACS sorter for any parameter.
http://purl.obolibrary.org/obo/PLANA_0000140,anterior region,"Compartment along the anteroposterior axis closer to the head rather than the tail, from the head margin to the esophagus."
http://purl.obolibrary.org/obo/BSPO_0000071,anterior region,Anatomical region anteriorly located on the body or body part.
http://purl.obolibrary.org/obo/GO_0000280,nuclear division,"The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."
http://purl.obolibrary.org/obo/GO_0000090,mitotic anaphase,The cell cycle phase during which chromosomes separate and migrate towards the poles of the spindle the as part of a mitotic cell cycle.
http://purl.obolibrary.org/obo/BSPO_0000055,anterior side,An anatomical region that is the entire part of an anatomical structure anterior to a transverse plane and bounded on one side by the same transverse plane.
http://purl.obolibrary.org/obo/GO_0051328,meiotic interphase,"The cell cycle phase which begins after cytokinesis and ends when meiotic prophase begins. Meiotic cells have an interphase after each meiotic division, but only interphase I involves replication of the cell's DNA."
http://purl.obolibrary.org/obo/PLANA_0000103,central nervous system,The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the neural tube derivatives: the brain and spinal cord. In invertebrates it includes central ganglia plus nerve cord.
http://purl.obolibrary.org/obo/BSPO_0000018,transverse plane,Anatomical plane that divides body into anterior and posterior parts.
http://purl.obolibrary.org/obo/PLANA_0003607,lateral fragment,"A fragment derived from an amputation parallel to or along any edge, which overlaps the lateral region, dorso-lateral region, ventro-lateral region, antero-lateral margin, lateral margin, ventro-lateral margin, postero-lateral margin, dorso-lateral margin, antero-lateral region, postero-lateral region. [SMR: a fragment that encompasses the side of the animal, not necessarily longituduinal, or parallel to the midline]"
http://purl.obolibrary.org/obo/PLANA_0003608,longitudinal fragment,a fragment derived from an amputation parallel to the midline.
http://purl.obolibrary.org/obo/PLANA_0000085,primitive gut cell,A phagocytic cell closely associated with the embryonic pharynx.
http://purl.obolibrary.org/obo/PLANA_0003227,telophase spermatogonium,spermatogonium undergoing mitotic telophase
http://purl.obolibrary.org/obo/PLANA_0002133,regenerating fragment,A fragment that has undergone wound healing and is undergoing tissue replacement and morphallaxis.
http://purl.obolibrary.org/obo/GO_0051323,metaphase,"The cell cycle phase, following prophase or prometaphase in higher eukaryotes, during which chromosomes become aligned on the equatorial plate of the cell."
http://purl.obolibrary.org/obo/PLANA_0000428,musculature system,Total musculature of the planarian body.
http://purl.obolibrary.org/obo/PLANA_0000238,elongate spermatid,Spermatids expressing protein kinase A undergoing morphogenic changes to make mature sperm.
http://purl.obolibrary.org/obo/PLANA_0000048,diagonal muscle cell,Body wall muscle fibers arrayed diagonally along the anteroposterior axis.
http://purl.obolibrary.org/obo/GO_2000026,regulation of multicellular organismal development,"Any process that modulates the frequency, rate or extent of multicellular organismal development."
http://purl.obolibrary.org/obo/IAO_0000420,defined class,A defined class is a class that is defined by a set of logically necessary and sufficient conditions but is not a universal
http://purl.obolibrary.org/obo/GO_0007154,cell communication,"Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
http://purl.obolibrary.org/obo/BSPO_0001107,immediately_deep_to,This relation holds when both the deep_to and ajdacent_to relationship similarly hold.
http://purl.obolibrary.org/obo/BSPO_0001107,immediately_deep_to,x immediately deep to y iff x deep_to y and x is contiguous with y.
http://purl.obolibrary.org/obo/BSPO_0001107,immediately deep to,This relation holds when both the deep_to and ajdacent_to relationship similarly hold.
http://purl.obolibrary.org/obo/BSPO_0001107,immediately deep to,x immediately deep to y iff x deep_to y and x is contiguous with y.
http://purl.obolibrary.org/obo/BSPO_0000013,anterior-posterior axis,An axis that extends through an organism from head end to opposite end of body or tail.
http://purl.obolibrary.org/obo/PLANA_0007519,anterior-posterior axis,"Axis that runs along the long axis of the animal from anterior (head) to posterior (tail). It is perpendicular to the dorsoventral axis and as such, it splits dorsal and ventral regions of the animal to either side."
http://purl.obolibrary.org/obo/PLANA_0000460,anterior commissure,A bundle of nerve fibers connecting the two cephalic ganglia.
http://purl.obolibrary.org/obo/PLANA_0003602,tail fragment,A fragment derived from a postpharyngeal amputation encompassing the tail.
http://purl.obolibrary.org/obo/PLANA_0004506,testis somatic gonadal cell,"dmd-1+ expressing somatic cells within the testis that promote male GSC maintenance. dmd-1+, ophis-1+ somatic gonadal cells ensheath germ cells via long cytoplasmic processes and promote differentiation."
http://purl.obolibrary.org/obo/PLANA_0003222,S phase spermatogonium,spermatogonium undergoing mitotic S phase
http://purl.obolibrary.org/obo/RO_0002163,spatially disjoint from,A is spatially_disjoint_from B if and only if they have no parts in common
http://purl.obolibrary.org/obo/PLANA_0002078,point incision,A breach of the epidermis made with a defined edge or point.
http://purl.obolibrary.org/obo/PLANA_0000080,peripheral nervous system,"A major division of the nervous system that contains nerves which connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."
http://purl.obolibrary.org/obo/GO_0016301,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
http://purl.obolibrary.org/obo/PLANA_0000423,embryonic subdivision,"Anatomical structure which is a subdivision of a whole developing/ embryonic organism, consisting of components of multiple anatomical systems."
http://purl.obolibrary.org/obo/PLANA_0000233,copulatory bursa,An organ that receives and stores sperm from mating partners.
http://purl.obolibrary.org/obo/PLANA_0000043,dorsal ventral margin,Region along the edge of the animal where the dorsal and ventral surfaces meet.
http://purl.obolibrary.org/obo/PLANA_0002073,phagocytic cell,A cell that engulfs large particles or cells via invagination of the plasma membrane and creation of a phagosome.
http://purl.obolibrary.org/obo/PLANA_0000006,Stage 6,"A stage of Smed embryonic development defined by a unique gene expression signature and morphology, 7 - 9 days post-egg capsule deposition at 20˚C. Organogenesis and morphogenesis. Definitive organ formation. Temporary embryonic cell types degenerate. Embryo elongation."
http://purl.obolibrary.org/obo/PLANA_0000558,sympathetic neuron,Sympathetic neurons are part of the sympathetic nervous system and are primarily adrenergic producing the neurotransmitter noradrenalin along with other neuropeptides.
http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,"p is causally related to q if and only if p or any part of p and q or any part of q are linked by a chain of events where each event pair is one of direct activation or direct inhibition. p may be upstream, downstream, part of or a container of q."
http://purl.obolibrary.org/obo/PLANA_0002036,excretory cell,"A cell involved in the elimination of metabolic and foreign toxins, and in maintaining the ionic, acid-base and water balance of biological fluids."
http://purl.obolibrary.org/obo/PLANA_0000001,Stage 1,"A stage of Smed embryonic development, 0 - 2 days post-egg capsule deposition at 20˚C. Zygote and dispersed blastomere cleavage in a yolk syncytium."
http://purl.obolibrary.org/obo/GO_0010648,negative regulation of cell communication,"Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
http://purl.obolibrary.org/obo/PLANA_0000553,motor neuron,An efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes or inhibits movement.
http://purl.obolibrary.org/obo/PLANA_0002031,embryonic gut,A cryptic digestive cavity comprised of phagocytic embryonic gut cells.
http://purl.obolibrary.org/obo/GO_0038023,signaling receptor activity,Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.
http://purl.obolibrary.org/obo/PLANA_0000136,whole organism,Anatomical structure that is an individual member of of Schmidtea mediterranea or any other flatworm of the class Turbellaria.
http://purl.obolibrary.org/obo/UBERON_0007651,anatomical junction,An anatomical structure that connects two structures
http://purl.obolibrary.org/obo/PLANA_0003500,cephalic ganglia progenitor cell,A progenitor cell that gives rise to one or more of the cell type(s) in the nervous system.
